,COUNTY,JUDGES
1245,"Superior Court of California, County of San Diego",Hon. Kenneth J. Medel
1246,"Superior Court of California, County of San Diego",Hon. John S. Meyer
1247,"Superior Court of California, County of San Diego",Hon. Amalia L. Meza
1248,"Superior Court of California, County of San Diego",Hon. Kelly C. Mok
1249,"Superior Court of California, County of San Diego",Hon. Richard R. Monroy
1250,"Superior Court of California, County of San Diego",Hon. Dwayne K. Moring
1251,"Superior Court of California, County of San Diego",Hon. Robert F. O'Neill
1252,"Superior Court of California, County of San Diego",Hon. David B. Oberholtzer
1253,"Superior Court of California, County of San Diego",Hon. Adrienne A. Orfield
1254,"Superior Court of California, County of San Diego",Hon. Pamela M. Parker
1255,"Superior Court of California, County of San Diego",Hon. Laura H. Parsky
1256,"Superior Court of California, County of San Diego",Hon. Gregory W. Pollack
1257,"Superior Court of California, County of San Diego",Hon. Michael J. Popkins
1258,"Superior Court of California, County of San Diego",Hon. Harry L. Powazek
1259,"Superior Court of California, County of San Diego",Hon. Lisa R. Rodriguez
1260,"Superior Court of California, County of San Diego",Hon. Charles G. Rogers
1261,"Superior Court of California, County of San Diego",Hon. Paula S. Rosenstein
1262,"Superior Court of California, County of San Diego",Hon. David M. Rubin
1263,"Superior Court of California, County of San Diego",Hon. John B. Scherling
1264,"Superior Court of California, County of San Diego",Hon. Polly H. Shamoon
1265,"Superior Court of California, County of San Diego",Hon. Saba Sheibani
1266,"Superior Court of California, County of San Diego",Hon. Roderick Ward Shelton
1267,"Superior Court of California, County of San Diego",Hon. Howard H. Shore
1268,"Superior Court of California, County of San Diego",Hon. James E. Simmons Jr
1269,"Superior Court of California, County of San Diego",Hon. Michael T. Smyth
1270,"Superior Court of California, County of San Diego",Hon. Kenneth K. So
1271,"Superior Court of California, County of San Diego",Hon. Stephanie Sontag
1272,"Superior Court of California, County of San Diego",Hon. Jacqueline M. Stern
1273,"Superior Court of California, County of San Diego",Hon. Steven E. Stone
1274,"Superior Court of California, County of San Diego",Hon. Richard E. L. Strauss
1275,"Superior Court of California, County of San Diego",Hon. Eddie C. Sturgeon
1276,"Superior Court of California, County of San Diego",Hon. Ronald L. Styn
1277,"Superior Court of California, County of San Diego",Hon. Timothy B. Taylor
1278,"Superior Court of California, County of San Diego",Hon. John M. Thompson
1279,"Superior Court of California, County of San Diego",Hon. Randa Trapp
1280,"Superior Court of California, County of San Diego",Hon. Robert J. Trentacosta
1281,"Superior Court of California, County of San Diego","Hon. Leo Valentine, Jr."
1282,"Superior Court of California, County of San Diego",Hon. Carlos Varela
1283,"Superior Court of California, County of San Diego",Hon. Sim von Kalinowski
1284,"Superior Court of California, County of San Diego",Hon. Timothy R. Walsh
1285,"Superior Court of California, County of San Diego",Hon. Michael D. Washington
1286,"Superior Court of California, County of San Diego",Hon. Theodore M. Weathers
1287,"Superior Court of California, County of San Diego",Hon. Joan P. Weber
1288,"Superior Court of California, County of San Diego",Hon. Bradley A. Weinreb
1289,"Superior Court of California, County of San Diego",Hon. Richard S. Whitney
1290,"Superior Court of California, County of San Diego",Hon. Browder A. Willis III
1291,"Superior Court of California, County of San Diego",Hon. Joel R. Wohlfeil
1292,"Superior Court of California, County of San Diego",Hon. William Y. Wood
1293,"Superior Court of California, County of San Diego",Hon. Margie G. Woods
1294,"Superior Court of California, County of San Francisco",Hon. Christine Van Aken
1295,"Superior Court of California, County of San Francisco",Hon. Michael I. Begert
1296,"Superior Court of California, County of San Francisco",Hon. Suzanne Ramos Bolanos
1297,"Superior Court of California, County of San Francisco",Hon. Angela M. Bradstreet
1298,"Superior Court of California, County of San Francisco",Hon. Susan M. Breall
1299,"Superior Court of California, County of San Francisco",Hon. Tracie L. Brown
1300,"Superior Court of California, County of San Francisco",Hon. Peter J. Busch
1301,"Superior Court of California, County of San Francisco",Hon. Teresa M. Caffese
1302,"Superior Court of California, County of San Francisco",Hon. Bruce E. Chan
1303,"Superior Court of California, County of San Francisco",Hon. Roger C. Chan
1304,"Superior Court of California, County of San Francisco",Hon. Andrew Y.S. Cheng
1305,"Superior Court of California, County of San Francisco",Hon. Linda Colfax
1306,"Superior Court of California, County of San Francisco",Hon. Brendan P. Conroy
1307,"Superior Court of California, County of San Francisco",Hon. Charles S. Crompton
1308,"Superior Court of California, County of San Francisco",Hon. Richard C. Darwin
1309,"Superior Court of California, County of San Francisco",Hon. Gail Dekreon
1310,"Superior Court of California, County of San Francisco",Hon. Harry M. Dorfman
1311,"Superior Court of California, County of San Francisco",Hon. Rochelle C. East
1312,"Superior Court of California, County of San Francisco",Hon. Samuel K. Feng
1313,"Superior Court of California, County of San Francisco",Hon. Eric R. Fleming
1314,"Superior Court of California, County of San Francisco",Hon. Daniel A. Flores
1315,"Superior Court of California, County of San Francisco",Hon. Loretta M. Giorgi
1316,"Superior Court of California, County of San Francisco",Hon. Alexandra Robert Gordon
1317,"Superior Court of California, County of San Francisco",Hon. Charles F. Haines
1318,"Superior Court of California, County of San Francisco",Hon. Christopher C. Hite
1319,"Superior Court of California, County of San Francisco",Hon. Victor Hwang
1320,"Superior Court of California, County of San Francisco",Hon. Teri L. Jackson
1321,"Superior Court of California, County of San Francisco",Hon. Harold E. Kahn
1322,"Superior Court of California, County of San Francisco",Hon. Curtis E.A. Karnow
1323,"Superior Court of California, County of San Francisco",Hon. Kathleen A. Kelly
1324,"Superior Court of California, County of San Francisco",Hon. Charlene P. Kiesselbach
1325,"Superior Court of California, County of San Francisco",Hon. Newton J. Lam
1326,"Superior Court of California, County of San Francisco",Hon. Cynthia Ming-mei Lee
1327,"Superior Court of California, County of San Francisco",Hon. Rita F. Lin
1328,"Superior Court of California, County of San Francisco",Hon. Anne-Christine Massullo
1329,"Superior Court of California, County of San Francisco",Hon. Michael B. McNaughton
1330,"Superior Court of California, County of San Francisco",Hon. Ross C. Moody
1331,"Superior Court of California, County of San Francisco",Hon. Stephen M. Murphy
1332,"Superior Court of California, County of San Francisco",Hon. Joseph M. Quinn
1333,"Superior Court of California, County of San Francisco",Hon. Sharon M. Reardon
1334,"Superior Court of California, County of San Francisco",Hon. A. James Robertson II
1335,"Superior Court of California, County of San Francisco",Hon. Jeffrey S. Ross
1336,"Superior Court of California, County of San Francisco",Hon. Gerardo C. Sandoval
1337,"Superior Court of California, County of San Francisco",Hon. Ethan P. Schulman
1338,"Superior Court of California, County of San Francisco",Hon. John Kennedy Stewart
1339,"Superior Court of California, County of San Francisco",Hon. Edward Torpoco
1340,"Superior Court of California, County of San Francisco","Hon. Richard B. Ulmer, Jr."
1341,"Superior Court of California, County of San Francisco",Hon. Monica F. Wiley
1342,"Superior Court of California, County of San Francisco",Hon. Mary E. Wiss
1343,"Superior Court of California, County of San Francisco",Hon. Garrett L. Wong
1344,"Superior Court of California, County of San Francisco",Hon. Braden C. Woods
1345,"Superior Court of California, County of San Francisco",Hon. Carol Yaggy
1346,"Superior Court of California, County of San Joaquin","Hon. George J. Abdallah, Jr."
1347,"Superior Court of California, County of San Joaquin",Hon. Antonino J. Agbayani
1348,"Superior Court of California, County of San Joaquin",Hon. Jose L. Alva
1349,"Superior Court of California, County of San Joaquin",Hon. Robin Appel
1350,"Superior Court of California, County of San Joaquin","Hon. Gus C. Barrera, II"
1351,"Superior Court of California, County of San Joaquin",Hon. Michael D. Coughlan
1352,"Superior Court of California, County of San Joaquin",Hon. Kristine A. Eagle
1353,"Superior Court of California, County of San Joaquin",Hon. Bernard J. Garber
1354,"Superior Court of California, County of San Joaquin",Hon. Richard J. Guiliani
1355,"Superior Court of California, County of San Joaquin",Hon. Lesley D. Holland
1356,"Superior Court of California, County of San Joaquin",Hon. Carter P. Holly
1357,"Superior Court of California, County of San Joaquin","Hon. Seth R. Hoyt, Jr."
1358,"Superior Court of California, County of San Joaquin",Hon. Elizabeth Humphreys
1359,"Superior Court of California, County of San Joaquin",Hon. William D. Johnson
1360,"Superior Court of California, County of San Joaquin",Hon. Barbara A. Kronlund
1361,"Superior Court of California, County of San Joaquin",Hon. Linda L. Lofthus
1362,"Superior Court of California, County of San Joaquin",Hon. Anthony P. Lucaccini
1363,"Superior Court of California, County of San Joaquin",Hon. Richard M. Mallett
1364,"Superior Court of California, County of San Joaquin",Hon. Brett H. Morgan
1365,"Superior Court of California, County of San Joaquin","Hon. Michael J. Mulvihill, Jr."
1366,"Superior Court of California, County of San Joaquin",Hon. Ronald A. Northup
1367,"Superior Court of California, County of San Joaquin",Hon. Charlotte J. Orcutt
1368,"Superior Court of California, County of San Joaquin",Hon. Roger Ross
1369,"Superior Court of California, County of San Joaquin",Hon. W. Stephen Scott
1370,"Superior Court of California, County of San Joaquin",Hon. John R Soldati
1371,"Superior Court of California, County of San Joaquin",Hon. Lauren P. Thomasson
1372,"Superior Court of California, County of San Joaquin",Hon. Phillip R. Urie
1373,"Superior Court of California, County of San Joaquin",Hon. Xapuri Villapudua
1374,"Superior Court of California, County of San Joaquin",Hon. Richard Vlavianos
1375,"Superior Court of California, County of San Luis Obispo",Hon. Hernaldo J. Baltodano
1376,"Superior Court of California, County of San Luis Obispo",Hon. Tana L Coates
1377,"Superior Court of California, County of San Luis Obispo",Hon. Charles S. Crandall
1378,"Superior Court of California, County of San Luis Obispo",Hon. Jacquelyn H. Duffy
1379,"Superior Court of California, County of San Luis Obispo",Hon. Rita Coyne Federman
1380,"Superior Court of California, County of San Luis Obispo",Hon. Ginger E. Garrett
1381,"Superior Court of California, County of San Luis Obispo",Hon. Matthew G. Guerrero
1382,"Superior Court of California, County of San Luis Obispo",Hon. Dodie A. Harman
1383,"Superior Court of California, County of San Luis Obispo",Hon. Linda D. Hurst
1384,"Superior Court of California, County of San Luis Obispo",Hon. Jesse John Marino
1385,"Superior Court of California, County of San Luis Obispo",Hon. Gayle L. Peron
1386,"Superior Court of California, County of San Luis Obispo",Hon. Craig B. Van Rooyen
1387,"Superior Court of California, County of San Mateo",Hon. Donald J. Ayoob
1388,"Superior Court of California, County of San Mateo",Hon. Gerald J. Buchwald
1389,"Superior Court of California, County of San Mateo",Hon. Danny Y. Chou
1390,"Superior Court of California, County of San Mateo",Hon. Clifford V. Cretan
1391,"Superior Court of California, County of San Mateo",Hon. Sean Dabel
1392,"Superior Court of California, County of San Mateo",Hon. Leland Davis III
1393,"Superior Court of California, County of San Mateo",Hon. Marta S. Diaz
1394,"Superior Court of California, County of San Mateo",Hon. Richard H. DuBois
1395,"Superior Court of California, County of San Mateo",Hon. Susan I. Etezadi
1396,"Superior Court of California, County of San Mateo",Hon. Nancy Fineman
1397,"Superior Court of California, County of San Mateo",Hon. Jeffrey R. Finigan
1398,"Superior Court of California, County of San Mateo",Hon. Robert D. Foiles
1399,"Superior Court of California, County of San Mateo",Hon. Mark R. Forcum
1400,"Superior Court of California, County of San Mateo",Hon. Don R. Franchi
1401,"Superior Court of California, County of San Mateo",Hon. Stephanie Garratt
1402,"Superior Court of California, County of San Mateo",Hon. John L. Grandsaert
1403,"Superior Court of California, County of San Mateo",Hon. Susan L. Greenberg
1404,"Superior Court of California, County of San Mateo",Hon. Elizabeth M. Hill
1405,"Superior Court of California, County of San Mateo",Hon. Susan M. Jakubowski
1406,"Superior Court of California, County of San Mateo",Hon. Jonathan Karesh
1407,"Superior Court of California, County of San Mateo",Hon. Amarra A. Lee
1408,"Superior Court of California, County of San Mateo",Hon. Elizabeth Lee
1409,"Superior Court of California, County of San Mateo",Hon. George A. Miram
1410,"Superior Court of California, County of San Mateo",Hon. Lisa A. Novak
1411,"Superior Court of California, County of San Mateo",Hon. Joseph C. Scott
1412,"Superior Court of California, County of San Mateo",Hon. V. Raymond Swope
1413,"Superior Court of California, County of San Mateo",Hon. Marie S. Weiner
1414,"Superior Court of California, County of Santa Barbara",Hon. Thomas R. Adams
1415,"Superior Court of California, County of Santa Barbara",Hon. Thomas P. Anderle
1416,"Superior Court of California, County of Santa Barbara",Hon. Clifford R. Anderson III
1417,"Superior Court of California, County of Santa Barbara",Hon. Jed Beebe
1418,"Superior Court of California, County of Santa Barbara",Hon. Michael J. Carrozzo
1419,"Superior Court of California, County of Santa Barbara",Hon. Jean M. Dandona
1420,"Superior Court of California, County of Santa Barbara",Hon. Arthur A. Garcia
1421,"Superior Court of California, County of Santa Barbara",Hon. Donna D. Geck
1422,"Superior Court of California, County of Santa Barbara",Hon. James E. Herman
1423,"Superior Court of California, County of Santa Barbara",Hon. Brian Hill
1424,"Superior Court of California, County of Santa Barbara",Hon. Patricia L. Kelly
1425,"Superior Court of California, County of Santa Barbara",Hon. Kay S. Kuns
1426,"Superior Court of California, County of Santa Barbara",Hon. Gustavo E. Lavayen
1427,"Superior Court of California, County of Santa Barbara",Hon. Pauline Maxwell
1428,"Superior Court of California, County of Santa Barbara",Hon. John F. McGregor
1429,"Superior Court of California, County of Santa Barbara",Hon. Raimundo J. Montes de Oca
1430,"Superior Court of California, County of Santa Barbara",Hon. Von T. Nguyen Deroian
1431,"Superior Court of California, County of Santa Barbara",Hon. James F. Rigali
1432,"Superior Court of California, County of Santa Barbara",Hon. Timothy J. Staffel
1433,"Superior Court of California, County of Santa Barbara",Hon. Colleen K. Sterne
1434,"Superior Court of California, County of Santa Barbara",Hon. James K. Voysey
1435,"Superior Court of California, County of Santa Clara",Hon. Charles F. Adams
1436,"Superior Court of California, County of Santa Clara",Hon. Javier Alcala
1437,"Superior Court of California, County of Santa Clara",Hon. Julia L. Alloggiamento
1438,"Superior Court of California, County of Santa Clara",Hon. Mary Arand
1439,"Superior Court of California, County of Santa Clara",Hon. Jacqueline M. Arroyo
1440,"Superior Court of California, County of Santa Clara",Hon. Kenneth Paul Barnum
1441,"Superior Court of California, County of Santa Clara",Hon. Thang Nguyen Barrett
1442,"Superior Court of California, County of Santa Clara",Hon. Paul R. Bernal
1443,"Superior Court of California, County of Santa Clara",Hon. Brooke Blecher
1444,"Superior Court of California, County of Santa Clara",Hon. Arthur Bocanegra
1445,"Superior Court of California, County of Santa Clara",Hon. Franklin E. Bondonno
1446,"Superior Court of California, County of Santa Clara",Hon. Griffin M. J. Bonini
1447,"Superior Court of California, County of Santa Clara",Hon. Shelyna V. Brown
1448,"Superior Court of California, County of Santa Clara",Hon. David A. Cena
1449,"Superior Court of California, County of Santa Clara",Hon. Sharon A. Chatman
1450,"Superior Court of California, County of Santa Clara",Hon. Vincent J. Chiarello
1451,"Superior Court of California, County of Santa Clara",Hon. Frederick S. Chung
1452,"Superior Court of California, County of Santa Clara",Hon. L. Michael Clark
1453,"Superior Court of California, County of Santa Clara",Hon. Linda R. Clark
1454,"Superior Court of California, County of Santa Clara",Hon. Paul O. Colin
1455,"Superior Court of California, County of Santa Clara",Hon. Le Jacqueline Duong
1456,"Superior Court of California, County of Santa Clara",Hon. Julie A. Emede
1457,"Superior Court of California, County of Santa Clara",Hon. Andrea E. Flint
1458,"Superior Court of California, County of Santa Clara",Hon. Maureen A. Folan
1459,"Superior Court of California, County of Santa Clara",Hon. Jose S. Franco
1460,"Superior Court of California, County of Santa Clara",Hon. Eric S. Geffon
1461,"Superior Court of California, County of Santa Clara",Hon. Matthew S. Harris
1462,"Superior Court of California, County of Santa Clara",Hon. Robert B. Hawk
1463,"Superior Court of California, County of Santa Clara",Hon. Roberta S. Hayashi
1464,"Superior Court of California, County of Santa Clara",Hon. Cindy Hendrickson
1465,"Superior Court of California, County of Santa Clara",Hon. Joseph Huber
1466,"Superior Court of California, County of Santa Clara",Hon. Nahal Iravani-Sani
1467,"Superior Court of California, County of Santa Clara",Hon. Peter H. Kirwan
1468,"Superior Court of California, County of Santa Clara",Hon. Nona L. Klippen
1469,"Superior Court of California, County of Santa Clara",Hon. Thomas E. Kuhnle
1470,"Superior Court of California, County of Santa Clara",Hon. Sunil R. Kulkarni
1471,"Superior Court of California, County of Santa Clara",Hon. Edward Frederick Lee
1472,"Superior Court of California, County of Santa Clara",Hon. Cynthia C. Lie
1473,"Superior Court of California, County of Santa Clara",Hon. Patricia M. Lucas
1474,"Superior Court of California, County of Santa Clara",Hon. Katherine Lucero
1475,"Superior Court of California, County of Santa Clara",Hon. Stephen V. Manley
1476,"Superior Court of California, County of Santa Clara",Hon. Socrates Peter Manoukian
1477,"Superior Court of California, County of Santa Clara",Hon. Michele McKay McCoy
1478,"Superior Court of California, County of Santa Clara",Hon. JoAnne McCracken
1479,"Superior Court of California, County of Santa Clara",Hon. Beth A. R. McGowen
1480,"Superior Court of California, County of Santa Clara",Hon. William J. Monahan
1481,"Superior Court of California, County of Santa Clara",Hon. Daniel T. Nishigaya
1482,"Superior Court of California, County of Santa Clara",Hon. Carol W. Overton
1483,"Superior Court of California, County of Santa Clara",Hon. Lori E. Pegg
1484,"Superior Court of California, County of Santa Clara",Hon. Evette D. Pennypacker
1485,"Superior Court of California, County of Santa Clara",Hon. Elizabeth C. Peterson
1486,"Superior Court of California, County of Santa Clara",Hon. Rise Jones Pichon
1487,"Superior Court of California, County of Santa Clara",Hon. Mark H. Pierce
1488,"Superior Court of California, County of Santa Clara",Hon. Hector E. Ramon
1489,"Superior Court of California, County of Santa Clara",Hon. Amber S. Rosen
1490,"Superior Court of California, County of Santa Clara",Hon. Christopher G. Rudy
1491,"Superior Court of California, County of Santa Clara",Hon. Deborah A. Ryan
1492,"Superior Court of California, County of Santa Clara",Hon. Panteha E. Saban
1493,"Superior Court of California, County of Santa Clara",Hon. Shawna M. Schwarz
1494,"Superior Court of California, County of Santa Clara",Hon. Stuart Scott
1495,"Superior Court of California, County of Santa Clara",Hon. Cynthia A. Sevely
1496,"Superior Court of California, County of Santa Clara",Hon. James L. Stoelker
1497,"Superior Court of California, County of Santa Clara",Hon. Julianne Sylva
1498,"Superior Court of California, County of Santa Clara",Hon. Drew C. Takaichi
1499,"Superior Court of California, County of Santa Clara",Hon. Ronald I. Toff
1500,"Superior Court of California, County of Santa Clara",Hon. Patrick E. Tondreau
1501,"Superior Court of California, County of Santa Clara",Hon. James E. Towery
1502,"Superior Court of California, County of Santa Clara","Hon. Jesus Valencia, Jr."
1503,"Superior Court of California, County of Santa Clara",Hon. Brian Walsh
1504,"Superior Court of California, County of Santa Clara",Hon. Joshua Weinstein
1505,"Superior Court of California, County of Santa Clara",Hon. Helen E. Williams
1506,"Superior Court of California, County of Santa Clara","Hon. Charles E. Wilson, II"
1507,"Superior Court of California, County of Santa Clara",Hon. Erica R. Yew
1508,"Superior Court of California, County of Santa Clara",Hon. Theodore C. Zayner
1509,"Superior Court of California, County of Santa Clara",Hon. Vanessa A. Zecher
1510,"Superior Court of California, County of Santa Clara",Hon. Carrie A. Zepeda
1511,"Superior Court of California, County of Santa Cruz",Hon. Kim Baskett
1512,"Superior Court of California, County of Santa Cruz",Hon. Paul P. Burdick
1513,"Superior Court of California, County of Santa Cruz",Hon. Syda K. Cogliati
1514,"Superior Court of California, County of Santa Cruz",Hon. Rebecca Connolly
1515,"Superior Court of California, County of Santa Cruz",Hon. John M. Gallagher
1516,"Superior Court of California, County of Santa Cruz",Hon. Denine J. Guy
1517,"Superior Court of California, County of Santa Cruz",Hon. Paul M. Marigonda
1518,"Superior Court of California, County of Santa Cruz",Hon. John Steven Salazar
1519,"Superior Court of California, County of Santa Cruz",Hon. Timothy J. Schmal
1520,"Superior Court of California, County of Santa Cruz",Hon. Stephen S. Siegel
1521,"Superior Court of California, County of Santa Cruz",Hon. Ariadne J. Symons
1522,"Superior Court of California, County of Santa Cruz",Hon. Timothy R. Volkmann
1523,"Superior Court of California, County of Shasta",Hon. Stephen H. Baker
1524,"Superior Court of California, County of Shasta",Hon. Cara Beatty
1525,"Superior Court of California, County of Shasta",Hon. Molly A. Bigelow
1526,"Superior Court of California, County of Shasta",Hon. Jody M. Burgess
1527,"Superior Court of California, County of Shasta",Hon. Daniel E. Flynn
1528,"Superior Court of California, County of Shasta",Hon. Gary G. Gibson
1529,"Superior Court of California, County of Shasta",Hon. Daryl E. Kennedy
1530,"Superior Court of California, County of Shasta",Hon. Monique D. McKee
1531,"Superior Court of California, County of Shasta",Hon. Adam B Ryan
1532,"Superior Court of California, County of Shasta",Hon. Tamara L. Wood
1533,"Superior Court of California, County of Sierra",Hon. Yvette Durant
1534,"Superior Court of California, County of Sierra",Hon. Charles H. Ervin
1535,"Superior Court of California, County of Siskiyou",Hon. JoAnn M. Bicego
1536,"Superior Court of California, County of Siskiyou",Hon. William J. Davis
1537,"Superior Court of California, County of Siskiyou",Hon. Karen L. Dixon
1538,"Superior Court of California, County of Siskiyou",Hon. Laura J. Masunaga
1539,"Superior Court of California, County of Solano",Hon. Robert S. Bowers
1540,"Superior Court of California, County of Solano",Hon. Christine A. Carringer
1541,"Superior Court of California, County of Solano",Hon. Shauna L. Chastain
1542,"Superior Court of California, County of Solano",Hon. D. Scott Daniels
1543,"Superior Court of California, County of Solano",Hon. John B. Ellis
1544,"Superior Court of California, County of Solano",Hon. Robert C. Fracchia
1545,"Superior Court of California, County of Solano",Hon. Wendy Getty
1546,"Superior Court of California, County of Solano",Hon. Stephen Gizzi
1547,"Superior Court of California, County of Solano",Hon. Carlos R. Gutierrez
1548,"Superior Court of California, County of Solano",Hon. Daniel J. Healy
1549,"Superior Court of California, County of Solano",Hon. Alesia F. Jones
1550,"Superior Court of California, County of Solano",Hon. Tim P. Kam
1551,"Superior Court of California, County of Solano",Hon. Jeffrey C. Kauffman
1552,"Superior Court of California, County of Solano",Hon. Michael Mattice
1553,"Superior Court of California, County of Solano",Hon. Earl Bradley Nelson
1554,"Superior Court of California, County of Solano",Hon. William J. Pendergast III
1555,"Superior Court of California, County of Solano",Hon. Dora M. Rios
1556,"Superior Court of California, County of Solano",Hon. Donna L. Stashyn
1557,"Superior Court of California, County of Sonoma",Hon. Shelly J. Averill
1558,"Superior Court of California, County of Sonoma",Hon. James G. Bertoli
1559,"Superior Court of California, County of Sonoma",Hon. Robert S. Boyd
1560,"Superior Court of California, County of Sonoma",Hon. Patrick M. Broderick
1561,"Superior Court of California, County of Sonoma",Hon. René Auguste Chouteau
1562,"Superior Court of California, County of Sonoma",Hon. Bradford J. DeMeo
1563,"Superior Court of California, County of Sonoma",Hon. Jennifer V. Dollard
1564,"Superior Court of California, County of Sonoma",Hon. Kenneth J. Gnoss
1565,"Superior Court of California, County of Sonoma",Hon. Allan D. Hardcastle
1566,"Superior Court of California, County of Sonoma",Hon. Christopher M. Honigsberg
1567,"Superior Court of California, County of Sonoma",Hon. Robert M. LaForge
1568,"Superior Court of California, County of Sonoma",Hon. Virginia G. Marcoida
1569,"Superior Court of California, County of Sonoma",Hon. Gary Nadler
1570,"Superior Court of California, County of Sonoma",Hon. Lawrence E. Ornell
1571,"Superior Court of California, County of Sonoma",Hon. Peter K. Ottenweller
1572,"Superior Court of California, County of Sonoma",Hon. Barbara Phelan
1573,"Superior Court of California, County of Sonoma",Hon. Nancy Case Shaffer
1574,"Superior Court of California, County of Sonoma",Hon. Dana B. Simonds
1575,"Superior Court of California, County of Sonoma",Hon. Jamie E. Thistlethwaite
1576,"Superior Court of California, County of Sonoma",Hon. Arthur A. Wick
1577,"Superior Court of California, County of Stanislaus",Hon. Ann Q. Ameral
1578,"Superior Court of California, County of Stanislaus",Hon. Nancy Ashley
1579,"Superior Court of California, County of Stanislaus",Hon. Roger M. Beauchesne
1580,"Superior Court of California, County of Stanislaus",Hon. Shawn D. Bessey
1581,"Superior Court of California, County of Stanislaus",Hon. Alan K. Cassidy
1582,"Superior Court of California, County of Stanislaus",Hon. Ricardo Cordova
1583,"Superior Court of California, County of Stanislaus",Hon. Joseph R. Distaso
1584,"Superior Court of California, County of Stanislaus",Hon. John D. Freeland
1585,"Superior Court of California, County of Stanislaus",Hon. Valli K. Israels
1586,"Superior Court of California, County of Stanislaus",Hon. Jack M. Jacobson
1587,"Superior Court of California, County of Stanislaus",Hon. Linda A. McFadden
1588,"Superior Court of California, County of Stanislaus",Hon. Dawna Reeves
1589,"Superior Court of California, County of Stanislaus",Hon. Sonny S. Sandhu
1590,"Superior Court of California, County of Stanislaus",Hon. Marie Sovey Silveira
1591,"Superior Court of California, County of Stanislaus",Hon. Stacy P. Speiller
1592,"Superior Court of California, County of Stanislaus",Hon. Scott T. Steffen
1593,"Superior Court of California, County of Stanislaus",Hon. Carrie M. Stephens
1594,"Superior Court of California, County of Stanislaus",Hon. Rubén A. Villalobos
1595,"Superior Court of California, County of Stanislaus",Hon. Kellee C. Westbrook
1596,"Superior Court of California, County of Stanislaus",Hon. Robert B. Westbrook
1597,"Superior Court of California, County of Stanislaus",Hon. Thomas D. Zeff
1598,"Superior Court of California, County of Sutter",Hon. Brian R. Aronson
1599,"Superior Court of California, County of Sutter",Hon. David I. Ashby
1600,"Superior Court of California, County of Sutter",Hon. Laura J. Davis
1601,"Superior Court of California, County of Sutter",Hon. Susan E. Green
1602,"Superior Court of California, County of Sutter",Hon. Sarah H. Heckman
1603,"Superior Court of California, County of Sutter",Hon. Perry Parker
1604,"Superior Court of California, County of Tehama",Hon. C. Todd Bottke
1605,"Superior Court of California, County of Tehama",Hon. Matthew C. McGlynn
1606,"Superior Court of California, County of Tehama",Hon. Jonathan Skillman
1607,"Superior Court of California, County of Tehama",Hon. Laura S. Woods
1608,"Superior Court of California, County of Trinity",Hon. Michael B. Harper
1609,"Superior Court of California, County of Trinity",Hon. Eric L. Heryford
1610,"Superior Court of California, County of Tulare",Hon. Brett R. Alldredge
1611,"Superior Court of California, County of Tulare",Hon. John P. Bianco
1612,"Superior Court of California, County of Tulare",Hon. Robert Anthony Fultz
1613,"Superior Court of California, County of Tulare",Hon. Juliet Boccone
1614,"Superior Court of California, County of Tulare",Hon. Walter L. Gorelick
1615,"Superior Court of California, County of Tulare",Hon. Bret D. Hillman
1616,"Superior Court of California, County of Tulare",Hon. Nathan D. Ide
1617,"Superior Court of California, County of Tulare",Hon. Tara K. James
1618,"Superior Court of California, County of Tulare",Hon. Gary M. Johnson
1619,"Superior Court of California, County of Tulare",Hon. Nathan G. Leedy
1620,"Superior Court of California, County of Tulare",Hon. Kerri M. Lopez
1621,"Superior Court of California, County of Tulare",Hon. Hugo J. Loza
1622,"Superior Court of California, County of Tulare",Hon. David C. Mathias
1623,"Superior Court of California, County of Tulare",Hon. Kathryn T. Montejano
1624,"Superior Court of California, County of Tulare",Hon. Gary L. Paden
1625,"Superior Court of California, County of Tulare",Hon. Melinda Myrle Reed
1626,"Superior Court of California, County of Tulare",Hon. Antonio A. Reyes
1627,"Superior Court of California, County of Tulare",Hon. Michael B. Sheltzer
1628,"Superior Court of California, County of Tulare",Hon. Jennifer Conn Shirk
1629,"Superior Court of California, County of Tulare",Hon. Robin L. Wolfe
1630,"Superior Court of California, County of Tuolumne",Hon. James A. Boscoe
1631,"Superior Court of California, County of Tuolumne",Hon. Kate Powell Segerstrom
1632,"Superior Court of California, County of Tuolumne","Hon. Donald I. Segerstrom, Jr."
1633,"Superior Court of California, County of Tuolumne",Hon. Kevin M. Seibert
1634,"Superior Court of California, County of Ventura",Hon. Nancy L. Ayers
1635,"Superior Court of California, County of Ventura",Hon. Rocky J Baio
1636,"Superior Court of California, County of Ventura",Hon. Jeffrey G. Bennett
1637,"Superior Court of California, County of Ventura",Hon. Mark S. Borrell
1638,"Superior Court of California, County of Ventura",Hon. Michele M. Castillo
1639,"Superior Court of California, County of Ventura",Hon. Benjamin F. Coats
1640,"Superior Court of California, County of Ventura",Hon. Tari L. Cody
1641,"Superior Court of California, County of Ventura",Hon. Manuel J. Covarrubias
1642,"Superior Court of California, County of Ventura",Hon. Kevin G. DeNoce
1643,"Superior Court of California, County of Ventura",Hon. Matthew P. Guasco
1644,"Superior Court of California, County of Ventura",Hon. David M. Hirsch
1645,"Superior Court of California, County of Ventura",Hon. F. Dino Inumerable
1646,"Superior Court of California, County of Ventura",Hon. JoAnn Johnson
