,State,County,Cases,Deaths,Date_of_minig
1770,OK,Cleveland County,410,27,2020-04-30
1771,OH,Logan County,<20,0,2020-04-30
1772,OK,Pottawatomie County,43,<20,2020-04-30
1773,MI,Clinton County,114,<20,2020-04-30
1774,MO,Dunklin County,20,<20,2020-04-30
1775,MI,Emmet County,21,<20,2020-04-30
1776,MI,Genesee County,1533,174,2020-04-30
1777,MI,Gladwin County,<20,<20,2020-04-30
1778,MO,Greene County,82,<20,2020-04-30
1779,MI,Gogebic County,<20,<20,2020-04-30
1780,OK,Washington County,244,<20,2020-04-30
1781,MS,Washington County,77,<20,2020-04-30
1782,MO,Grundy County,0,0,2020-04-30
1783,PA,Butler County,174,<20,2020-04-30
1784,MO,Harrison County,<20,0,2020-04-30
1785,MS,Webster County,<20,<20,2020-04-30
1786,OK,Woods County,<20,0,2020-04-30
1787,MN,Lake of the Woods County,0,0,2020-04-30
1788,MT,Park County,<20,0,2020-04-30
1789,MT,Pondera County,<20,0,2020-04-30
1790,MD,Frederick County,870,42,2020-04-30
1791,NY,Albany County,1009,26,2020-04-30
1792,NY,St. Lawrence County,170,<20,2020-04-30
1793,NY,Seneca County,38,<20,2020-04-30
1794,NC,Guilford County,318,20,2020-04-30
1795,NY,Cayuga County,48,<20,2020-04-30
1796,MI,Statewide Unallocated,1195,42,2020-04-30
1797,NE,Hitchcock County,0,0,2020-04-30
1798,OH,Knox County,<20,<20,2020-04-30
1799,MO,Saline County,170,0,2020-04-30
1800,MI,Allegan County,84,<20,2020-04-30
1801,MO,Scotland County,<20,0,2020-04-30
1802,MI,Antrim County,<20,<20,2020-04-30
1803,MO,Stone County,<20,0,2020-04-30
1804,MO,DeKalb County,<20,0,2020-04-30
1805,OK,Stephens County,22,<20,2020-04-30
1806,MO,Gentry County,<20,0,2020-04-30
1807,OK,Coal County,0,0,2020-04-30
1808,PA,Bradford County,28,<20,2020-04-30
1809,OK,Wagoner County,116,<20,2020-04-30
1810,OK,Comanche County,79,<20,2020-04-30
1811,OK,Washita County,0,0,2020-04-30
1812,PA,Tioga County,<20,<20,2020-04-30
1813,OK,Cotton County,<20,<20,2020-04-30
1814,PA,Cambria County,22,<20,2020-04-30
1815,MO,Hickory County,0,0,2020-04-30
1816,PA,Union County,33,0,2020-04-30
1817,OR,Statewide Unallocated,0,0,2020-04-30
1818,MS,Winston County,41,0,2020-04-30
1819,SC,Richland County,864,21,2020-04-30
1820,MO,Clinton County,<20,0,2020-04-30
1821,MI,Osceola County,<20,0,2020-04-30
1822,MO,St. Clair County,<20,0,2020-04-30
1823,NM,Union County,<20,0,2020-04-30
1824,NE,Red Willow County,<20,0,2020-04-30
1825,MN,Redwood County,<20,0,2020-04-30
1826,OK,Craig County,<20,0,2020-04-30
1827,KY,Scott County,24,0,2020-04-30
1828,MT,Mineral County,0,0,2020-04-30
1829,NE,Furnas County,<20,0,2020-04-30
1830,MA,Hampshire County,509,26,2020-04-30
1831,NJ,Camden County,3285,124,2020-04-30
1832,NY,New York City Unallocated/Probable,0,1561,2020-04-30
1833,NC,Durham County,702,<20,2020-04-30
1834,NJ,Essex County,13190,1090,2020-04-30
1835,MT,Sanders County,0,0,2020-04-30
1836,MT,Ravalli County,<20,0,2020-04-30
1837,NY,Sullivan County,769,<20,2020-04-30
1838,MS,Pearl River County,154,<20,2020-04-30
1839,MN,Marshall County,<20,0,2020-04-30
1840,MA,Nantucket County,<20,<20,2020-04-30
1841,ND,Stutsman County,<20,0,2020-04-30
1842,NY,Columbia County,154,<20,2020-04-30
1843,OH,Jackson County,<20,0,2020-04-30
1844,ND,Stark County,44,<20,2020-04-30
1845,MT,Silver Bow County,<20,0,2020-04-30
1846,OH,Licking County,114,<20,2020-04-30
1847,OH,Lorain County,406,20,2020-04-30
1848,MI,Sanilac County,34,<20,2020-04-30
1849,MN,Murray County,<20,0,2020-04-30
1850,MI,Clare County,<20,<20,2020-04-30
1851,MI,Washtenaw County,1033,56,2020-04-30
1852,NY,Erie County,3089,203,2020-04-30
1853,OK,Roger Mills County,0,0,2020-04-30
1854,MS,Warren County,58,<20,2020-04-30
1855,NC,Hyde County,0,0,2020-04-30
1856,MS,Wayne County,<20,0,2020-04-30
1857,OK,Choctaw County,<20,0,2020-04-30
1858,MO,Henry County,<20,<20,2020-04-30
1859,MI,Delta County,<20,<20,2020-04-30
1860,OK,Tulsa County,506,28,2020-04-30
1861,SC,Saluda County,41,0,2020-04-30
1862,PA,Bucks County,2643,164,2020-04-30
1863,MO,Holt County,<20,0,2020-04-30
1864,OR,Baker County,0,0,2020-04-30
1865,OK,Creek County,76,<20,2020-04-30
1866,PA,Carbon County,169,<20,2020-04-30
1867,MI,Cass County,27,<20,2020-04-30
1868,MI,Crawford County,51,<20,2020-04-30
1869,MS,Union County,<20,<20,2020-04-30
1870,MI,Grand Traverse County,<20,<20,2020-04-30
1871,NC,Johnston County,140,<20,2020-04-30
1872,MS,Wilkinson County,68,<20,2020-04-30
1873,OK,Woodward County,<20,0,2020-04-30
1874,PA,Venango County,<20,0,2020-04-30
1875,PA,Cameron County,<20,0,2020-04-30
1876,MT,Flathead County,37,<20,2020-04-30
1877,PA,Warren County,<20,0,2020-04-30
1878,OR,Clackamas County,205,<20,2020-04-30
1879,NM,Los Alamos County,<20,0,2020-04-30
1880,OR,Clatsop County,<20,0,2020-04-30
1881,PA,Washington County,109,<20,2020-04-30
1882,MO,Camden County,35,<20,2020-04-30
1883,NE,Merrick County,<20,0,2020-04-30
1884,MD,Allegany County,115,<20,2020-04-30
1885,MI,Ontonagon County,0,0,2020-04-30
1886,OR,Columbia County,<20,0,2020-04-30
1887,MT,Meagher County,<20,0,2020-04-30
1888,NJ,Burlington County,2543,106,2020-04-30
1889,MI,Oscoda County,<20,<20,2020-04-30
1890,MS,Noxubee County,55,0,2020-04-30
1891,NY,Saratoga County,343,<20,2020-04-30
1892,MT,Rosebud County,0,0,2020-04-30
1893,MS,Pontotoc County,<20,<20,2020-04-30
1894,MA,Middlesex County,13417,700,2020-04-30
1895,NE,Greeley County,<20,0,2020-04-30
1896,NY,Cattaraugus County,45,<20,2020-04-30
1897,MN,Mahnomen County,<20,0,2020-04-30
1898,NE,Richardson County,0,0,2020-04-30
1899,MO,St. Francois County,27,<20,2020-04-30
1900,NJ,Gloucester County,1179,38,2020-04-30
1901,KY,Shelby County,28,<20,2020-04-30
1902,MT,Sheridan County,0,0,2020-04-30
1903,MI,Presque Isle County,<20,0,2020-04-30
1904,MI,Alcona County,<20,0,2020-04-30
1905,NC,Henderson County,155,<20,2020-04-30
1906,MS,Sharkey County,<20,0,2020-04-30
1907,OK,Carter County,<20,<20,2020-04-30
1908,NE,Saunders County,<20,0,2020-04-30
1909,MO,Dallas County,<20,0,2020-04-30
1910,NY,Dutchess County,2817,65,2020-04-30
1911,OK,Pushmataha County,<20,0,2020-04-30
1912,NC,Hoke County,67,0,2020-04-30
1913,MO,Vernon County,<20,0,2020-04-30
1914,NM,Colfax County,<20,0,2020-04-30
1915,MN,Todd County,<20,0,2020-04-30
1916,OH,Lucas County,1166,66,2020-04-30
1917,OK,Custer County,<20,0,2020-04-30
1918,NC,Union County,211,<20,2020-04-30
1919,NY,Essex County,26,0,2020-04-30
1920,NE,Sheridan County,0,0,2020-04-30
1921,ND,Walsh County,<20,0,2020-04-30
1922,MS,Tate County,39,0,2020-04-30
1923,NC,Jones County,<20,<20,2020-04-30
1924,NY,Tioga County,82,<20,2020-04-30
1925,NC,Vance County,80,<20,2020-04-30
1926,PA,Centre County,93,<20,2020-04-30
1927,PA,Clarion County,23,<20,2020-04-30
1928,PA,Chester County,1256,85,2020-04-30
1929,OH,Statewide Unallocated,0,0,2020-04-30
1930,MN,Watonwan County,<20,0,2020-04-30
1931,NC,Macon County,<20,<20,2020-04-30
1932,NC,McDowell County,22,<20,2020-04-30
1933,OK,Texas County,107,<20,2020-04-30
1934,NY,Lewis County,<20,<20,2020-04-30
1935,NY,Madison County,126,<20,2020-04-30
1936,SD,Aurora County,<20,0,2020-04-30
1937,MS,Walthall County,30,0,2020-04-30
1938,SD,Oglala Lakota County,<20,0,2020-04-30
1939,NY,Herkimer County,58,<20,2020-04-30
1940,OK,Delaware County,90,<20,2020-04-30
1941,MS,Bolivar County,101,<20,2020-04-30
1942,RI,Providence County,5520,107,2020-04-30
1943,OH,Ashland County,<20,0,2020-04-30
1944,MN,Wadena County,<20,0,2020-04-30
1945,OK,Jefferson County,<20,0,2020-04-30
1946,SC,Statewide Unallocated,0,0,2020-04-30
1947,NE,Thurston County,<20,0,2020-04-30
1948,NM,De Baca County,0,0,2020-04-30
1949,ND,Ward County,21,<20,2020-04-30
1950,SC,Williamsburg County,60,0,2020-04-30
1951,NY,Tompkins County,126,0,2020-04-30
1952,RI,Statewide Unallocated,944,118,2020-04-30
1953,NE,Stanton County,<20,0,2020-04-30
1954,OR,Gilliam County,0,0,2020-04-30
1955,OR,Grant County,<20,0,2020-04-30
1956,NE,Thomas County,0,0,2020-04-30
1957,MN,Yellow Medicine County,<20,0,2020-04-30
1958,OK,Grady County,35,<20,2020-04-30
1959,PA,Cumberland County,296,<20,2020-04-30
1960,NC,Mitchell County,<20,0,2020-04-30
1961,PA,Dauphin County,553,20,2020-04-30
1962,NC,Yancey County,0,0,2020-04-30
1963,SD,Moody County,<20,0,2020-04-30
1964,OH,Belmont County,118,<20,2020-04-30
1965,SC,Allendale County,<20,<20,2020-04-30
1966,OR,Lake County,0,0,2020-04-30
1967,OH,Carroll County,<20,<20,2020-04-30
1968,SD,Butte County,0,0,2020-04-30
1969,NV,Statewide Unallocated,<20,<20,2020-04-30
1970,OR,Lane County,50,<20,2020-04-30
1971,OH,Champaign County,<20,<20,2020-04-30
1972,OR,Lincoln County,<20,0,2020-04-30
1973,NV,Clark County,3793,186,2020-04-30
1974,NC,Orange County,209,<20,2020-04-30
1975,ND,Bowman County,<20,0,2020-04-30
1976,SD,Clay County,<20,0,2020-04-30
1977,SC,Charleston County,438,<20,2020-04-30
1978,OH,Perry County,<20,0,2020-04-30
1979,NC,Robeson County,106,<20,2020-04-30
1980,OK,Mayes County,21,<20,2020-04-30
1981,NC,Lee County,127,0,2020-04-30
1982,ND,Wells County,<20,0,2020-04-30
1983,NC,Lincoln County,25,0,2020-04-30
1984,NC,Washington County,23,<20,2020-04-30
1985,RI,Bristol County,114,0,2020-04-30
1986,MN,Winona County,66,<20,2020-04-30
1987,SD,Beadle County,21,<20,2020-04-30
1988,OK,Harmon County,0,0,2020-04-30
1989,MS,Alcorn County,<20,0,2020-04-30
1990,SD,Brule County,0,0,2020-04-30
1991,OR,Malheur County,<20,0,2020-04-30
1992,NC,Pamlico County,<20,0,2020-04-30
1993,NV,Elko County,<20,<20,2020-04-30
1994,SD,Codington County,<20,0,2020-04-30
1995,OK,Kingfisher County,<20,0,2020-04-30
1996,NV,Humboldt County,36,<20,2020-04-30
1997,OK,Latimer County,<20,<20,2020-04-30
1998,OH,Cuyahoga County,1984,109,2020-04-30
1999,TX,Andrews County,<20,0,2020-04-30
2000,SD,Deuel County,<20,0,2020-04-30
2001,MS,Copiah County,83,<20,2020-04-30
2002,OH,Delaware County,151,<20,2020-04-30
2003,SC,Darlington County,110,<20,2020-04-30
2004,SC,Union County,25,0,2020-04-30
2005,TN,Jefferson County,<20,0,2020-04-30
2006,ND,Foster County,<20,0,2020-04-30
2007,NY,Greene County,112,<20,2020-04-30
2008,NC,Rowan County,353,<20,2020-04-30
2009,MN,Wilkin County,<20,<20,2020-04-30
2010,SD,Faulk County,<20,0,2020-04-30
2011,ND,Statewide Unallocated,0,0,2020-04-30
2012,OH,Ross County,36,<20,2020-04-30
2013,TX,Hopkins County,<20,0,2020-04-30
2014,SC,Sumter County,220,<20,2020-04-30
2015,NC,Wilson County,152,<20,2020-04-30
2016,PA,Statewide Unallocated,0,0,2020-04-30
2017,OH,Madison County,56,<20,2020-04-30
2018,OR,Curry County,<20,0,2020-04-30
2019,NM,Dona Ana County,129,<20,2020-04-30
2020,SC,York County,188,<20,2020-04-30
2021,NE,Valley County,<20,0,2020-04-30
2022,OR,Douglas County,23,0,2020-04-30
2023,NC,Lenoir County,56,<20,2020-04-30
2024,MI,Schoolcraft County,<20,0,2020-04-30
2025,PA,Westmoreland County,383,20,2020-04-30
2026,NM,Eddy County,<20,<20,2020-04-30
2027,NM,Curry County,<20,0,2020-04-30
2028,TX,Bailey County,0,0,2020-04-30
2029,NM,Guadalupe County,<20,0,2020-04-30
2030,NM,Harding County,<20,0,2020-04-30
2031,NC,Montgomery County,28,<20,2020-04-30
2032,MN,Traverse County,<20,0,2020-04-30
2033,OH,Ashtabula County,113,<20,2020-04-30
2034,TN,White County,<20,0,2020-04-30
2035,NM,Catron County,<20,<20,2020-04-30
2036,TN,Henderson County,<20,0,2020-04-30
2037,MI,Berrien County,232,<20,2020-04-30
2038,NE,Wheeler County,0,0,2020-04-30
2039,PA,Delaware County,3463,161,2020-04-30
2040,NC,Moore County,69,<20,2020-04-30
2041,NC,Iredell County,102,<20,2020-04-30
2042,PA,Berks County,2605,91,2020-04-30
2043,OR,Harney County,<20,0,2020-04-30
2044,OH,Allen County,103,<20,2020-04-30
2045,SD,Sully County,<20,0,2020-04-30
2046,OH,Brown County,<20,<20,2020-04-30
2047,OK,Tillman County,<20,0,2020-04-30
2048,OH,Coshocton County,<20,0,2020-04-30
2049,MO,Howard County,<20,0,2020-04-30
2050,OR,Benton County,29,<20,2020-04-30
2051,NY,Monroe County,1371,81,2020-04-30
2052,SC,Bamberg County,<20,0,2020-04-30
2053,PA,Luzerne County,2078,74,2020-04-30
2054,MN,Washington County,117,<20,2020-04-30
2055,PA,Elk County,<20,0,2020-04-30
2056,MS,Choctaw County,<20,<20,2020-04-30
2057,OH,Hardin County,24,0,2020-04-30
2058,MN,Wabasha County,<20,0,2020-04-30
2059,NY,Franklin County,<20,0,2020-04-30
2060,SC,Spartanburg County,258,<20,2020-04-30
2061,OK,Jackson County,<20,0,2020-04-30
2062,NE,Sioux County,0,0,2020-04-30
2063,PA,Crawford County,<20,0,2020-04-30
2064,NE,Webster County,<20,0,2020-04-30
2065,SD,Perkins County,0,0,2020-04-30
2066,NC,Wake County,769,<20,2020-04-30
2067,ND,Williams County,<20,0,2020-04-30
2068,PA,Wayne County,93,<20,2020-04-30
2069,NC,Wilkes County,22,<20,2020-04-30
2070,OH,Miami County,136,25,2020-04-30
2071,NC,Warren County,<20,0,2020-04-30
2072,OH,Mahoning County,784,67,2020-04-30
2073,OR,Coos County,<20,0,2020-04-30
2074,SD,Statewide Unallocated,0,0,2020-04-30
2075,MO,Johnson County,54,0,2020-04-30
2076,NE,Sherman County,<20,0,2020-04-30
2077,NC,Watauga County,<20,0,2020-04-30
2078,OK,Ellis County,0,0,2020-04-30
2079,PA,York County,614,<20,2020-04-30
2080,NM,Grant County,<20,0,2020-04-30
2081,OH,Adams County,<20,0,2020-04-30
2082,RI,Kent County,574,<20,2020-04-30
2083,OK,Dewey County,<20,0,2020-04-30
2084,NY,Warren County,150,<20,2020-04-30
2085,SC,Beaufort County,259,<20,2020-04-30
2086,MN,Wright County,35,<20,2020-04-30
2087,NY,Genesee County,149,<20,2020-04-30
2088,OK,Garfield County,<20,<20,2020-04-30
2089,NC,Mecklenburg County,1136,43,2020-04-30
2090,NE,Washington County,22,0,2020-04-30
2091,MS,Attala County,89,0,2020-04-30
2092,OH,Clermont County,78,<20,2020-04-30
2093,OR,Jefferson County,<20,0,2020-04-30
2094,NC,Northampton County,81,<20,2020-04-30
2095,SD,Spink County,<20,0,2020-04-30
2096,OH,Meigs County,<20,0,2020-04-30
2097,PA,Clearfield County,<20,0,2020-04-30
2098,NY,Onondaga County,742,24,2020-04-30
2099,MS,Chickasaw County,67,<20,2020-04-30
2100,OK,Harper County,<20,0,2020-04-30
2101,MS,Claiborne County,<20,0,2020-04-30
2102,NC,Nash County,82,<20,2020-04-30
2103,PA,Fulton County,<20,0,2020-04-30
2104,OH,Clark County,48,<20,2020-04-30
2105,NC,Perquimans County,<20,0,2020-04-30
2106,NY,Niagara County,386,21,2020-04-30
2107,ND,Burleigh County,74,0,2020-04-30
2108,OH,Muskingum County,<20,0,2020-04-30
2109,SC,Chester County,27,0,2020-04-30
2110,SD,Corson County,<20,0,2020-04-30
2111,OK,Johnston County,<20,0,2020-04-30
2112,NY,Ulster County,1230,21,2020-04-30
2113,OR,Morrow County,<20,0,2020-04-30
2114,SD,Tripp County,0,0,2020-04-30
2115,RI,Newport County,138,0,2020-04-30
2116,NM,Hidalgo County,0,0,2020-04-30
2117,TN,Williamson County,399,<20,2020-04-30
2118,SD,Bon Homme County,<20,0,2020-04-30
2119,OR,Jackson County,49,0,2020-04-30
2120,PA,Juniata County,81,0,2020-04-30
2121,TN,Wilson County,249,<20,2020-04-30
2122,TN,Houston County,<20,0,2020-04-30
2123,OH,Medina County,162,<20,2020-04-30
2124,OH,Darke County,75,<20,2020-04-30
2125,TX,Crosby County,<20,<20,2020-04-30
2126,NE,Wayne County,<20,0,2020-04-30
2127,OK,Lincoln County,<20,0,2020-04-30
2128,PA,Erie County,86,<20,2020-04-30
2129,NC,New Hanover County,74,<20,2020-04-30
2130,ND,Cavalier County,0,0,2020-04-30
2131,ND,Dunn County,<20,0,2020-04-30
2132,TX,Archer County,0,0,2020-04-30
2133,NC,Yadkin County,<20,<20,2020-04-30
2134,NY,Nassau County,35085,1647,2020-04-30
2135,OR,Josephine County,20,<20,2020-04-30
2136,TX,Armstrong County,<20,0,2020-04-30
2137,OH,Mercer County,<20,<20,2020-04-30
2138,OH,Fayette County,<20,0,2020-04-30
2139,PA,Forest County,<20,0,2020-04-30
2140,OK,Major County,<20,<20,2020-04-30
2141,OH,Montgomery County,266,<20,2020-04-30
2142,TX,Bastrop County,59,<20,2020-04-30
2143,OH,Morrow County,36,<20,2020-04-30
2144,OH,Noble County,<20,0,2020-04-30
2145,TX,Hunt County,44,<20,2020-04-30
2146,SC,Jasper County,<20,<20,2020-04-30
2147,SC,Kershaw County,229,<20,2020-04-30
2148,OH,Columbiana County,235,21,2020-04-30
2149,TX,Montague County,<20,<20,2020-04-30
2150,ND,Cass County,472,<20,2020-04-30
2151,TX,Jasper County,<20,0,2020-04-30
2152,TN,Henry County,<20,0,2020-04-30
2153,ND,Dickey County,0,0,2020-04-30
2154,TN,Haywood County,<20,<20,2020-04-30
2155,SC,Marlboro County,42,0,2020-04-30
2156,SD,Union County,<20,0,2020-04-30
2157,TX,Erath County,<20,<20,2020-04-30
2158,NV,Eureka County,0,0,2020-04-30
2159,OK,Love County,<20,0,2020-04-30
2160,TX,Falls County,<20,0,2020-04-30
2161,SC,Edgefield County,26,<20,2020-04-30
2162,MS,DeSoto County,272,<20,2020-04-30
2163,OH,Preble County,25,<20,2020-04-30
2164,PA,Wyoming County,<20,<20,2020-04-30
2165,SD,Custer County,0,0,2020-04-30
2166,NY,Fulton County,66,<20,2020-04-30
2167,MS,Statewide Unallocated,0,0,2020-04-30
2168,TN,Jackson County,<20,0,2020-04-30
2169,SC,Pickens County,54,0,2020-04-30
2170,OH,Athens County,<20,<20,2020-04-30
2171,OK,McIntosh County,<20,0,2020-04-30
2172,OK,Beaver County,<20,0,2020-04-30
2173,TN,Anderson County,24,<20,2020-04-30
2174,TN,Lawrence County,<20,0,2020-04-30
2175,OR,Deschutes County,75,0,2020-04-30
2176,OH,Auglaize County,32,<20,2020-04-30
2177,NC,Pender County,<20,0,2020-04-30
2178,OH,Pike County,<20,0,2020-04-30
2179,PA,Jefferson County,<20,0,2020-04-30
2180,MS,Franklin County,<20,<20,2020-04-30
2181,SC,Clarendon County,194,<20,2020-04-30
2182,NE,Thayer County,0,0,2020-04-30
2183,TN,Lewis County,<20,0,2020-04-30
2184,TN,Loudon County,28,0,2020-04-30
2185,MO,Howell County,<20,0,2020-04-30
2186,OR,Wasco County,<20,<20,2020-04-30
2187,OH,Putnam County,63,<20,2020-04-30
2188,OK,McCurtain County,<20,0,2020-04-30
2189,SC,Greenwood County,46,0,2020-04-30
2190,TX,Statewide Unallocated,0,0,2020-04-30
2191,OH,Greene County,45,<20,2020-04-30
2192,PA,Clinton County,29,0,2020-04-30
2193,SD,Brown County,30,0,2020-04-30
2194,TX,Deaf Smith County,26,0,2020-04-30
2195,NC,Polk County,<20,0,2020-04-30
2196,NC,Madison County,<20,0,2020-04-30
2197,SC,Georgetown County,40,<20,2020-04-30
2198,ND,Barnes County,<20,0,2020-04-30
2199,OK,Garvin County,<20,0,2020-04-30
2200,OH,Gallia County,<20,<20,2020-04-30
2201,NC,Martin County,<20,0,2020-04-30
2202,SD,Potter County,0,0,2020-04-30
2203,SD,Brookings County,<20,0,2020-04-30
2204,PA,Lawrence County,63,<20,2020-04-30
2205,TX,Eastland County,<20,0,2020-04-30
2206,OR,Hood River County,<20,0,2020-04-30
2207,TN,Carroll County,<20,<20,2020-04-30
2208,OK,Logan County,<20,0,2020-04-30
2209,OR,Crook County,<20,0,2020-04-30
2210,SD,Minnehaha County,1939,<20,2020-04-30
2211,OR,Yamhill County,38,<20,2020-04-30
2212,MS,Benton County,<20,0,2020-04-30
2213,MN,Waseca County,<20,0,2020-04-30
2214,TX,Austin County,<20,0,2020-04-30
2215,NY,Wayne County,70,<20,2020-04-30
2216,SD,Campbell County,0,0,2020-04-30
2217,TX,Dallas County,3105,84,2020-04-30
2218,SD,Bennett County,0,0,2020-04-30
2219,NY,Hamilton County,<20,0,2020-04-30
2220,TX,Dimmit County,<20,0,2020-04-30
2221,PA,Franklin County,237,<20,2020-04-30
2222,NC,Wayne County,641,<20,2020-04-30
2223,OH,Van Wert County,<20,0,2020-04-30
2224,TX,Jefferson County,288,<20,2020-04-30
2225,PA,Columbia County,279,<20,2020-04-30
2226,ND,Burke County,<20,0,2020-04-30
2227,TX,Borden County,0,0,2020-04-30
2228,OK,Le Flore County,<20,0,2020-04-30
2229,UT,Wasatch County,142,<20,2020-04-30
2230,TN,Bedford County,167,<20,2020-04-30
2231,SD,Dewey County,0,0,2020-04-30
2232,MO,Iron County,<20,0,2020-04-30
2233,TX,Edwards County,0,0,2020-04-30
2234,OK,Grant County,<20,0,2020-04-30
2235,OH,Wood County,145,<20,2020-04-30
2236,PA,Adams County,124,<20,2020-04-30
2237,SD,Douglas County,<20,0,2020-04-30
2238,TN,Madison County,128,<20,2020-04-30
2239,TX,Bandera County,<20,0,2020-04-30
2240,TX,Culberson County,0,0,2020-04-30
2241,UT,Uintah County,<20,0,2020-04-30
2242,SC,Abbeville County,29,0,2020-04-30
2243,TX,Franklin County,<20,0,2020-04-30
2244,TX,Fayette County,<20,<20,2020-04-30
2245,TN,Cannon County,<20,0,2020-04-30
2246,NY,Kings County,43587,5281,2020-04-30
2247,SC,Barnwell County,<20,0,2020-04-30
2248,OR,Wallowa County,<20,0,2020-04-30
2249,SD,Yankton County,27,0,2020-04-30
2250,SC,Hampton County,22,0,2020-04-30
2251,TX,Floyd County,<20,0,2020-04-30
2252,TX,Hill County,<20,<20,2020-04-30
2253,OH,Franklin County,2090,62,2020-04-30
2254,NY,Livingston County,65,<20,2020-04-30
2255,OH,Fairfield County,121,<20,2020-04-30
2256,SC,Aiken County,94,<20,2020-04-30
2257,OK,Marshall County,<20,0,2020-04-30
2258,OK,Greer County,64,<20,2020-04-30
2259,TN,Statewide Unallocated,286,<20,2020-04-30
2260,SC,Horry County,211,<20,2020-04-30
2261,TX,Hutchinson County,<20,0,2020-04-30
2262,ND,Grand Forks County,234,0,2020-04-30
2263,SC,Fairfield County,33,<20,2020-04-30
2264,TX,Dickens County,<20,0,2020-04-30
2265,NY,Jefferson County,60,0,2020-04-30
2266,TX,Brooks County,<20,0,2020-04-30
2267,ND,Adams County,0,0,2020-04-30
2268,NY,Washington County,131,<20,2020-04-30
2269,PA,Sullivan County,<20,0,2020-04-30
2270,MS,Adams County,123,<20,2020-04-30
2271,TX,Jeff Davis County,0,0,2020-04-30
2272,OH,Marion County,2191,<20,2020-04-30
2273,RI,Washington County,313,<20,2020-04-30
2274,NY,Montgomery County,49,<20,2020-04-30
2275,SC,Anderson County,152,<20,2020-04-30
2276,SD,Pennington County,<20,<20,2020-04-30
2277,VT,Franklin County,91,<20,2020-04-30
2278,PA,Allegheny County,1235,87,2020-04-30
2279,OR,Klamath County,37,0,2020-04-30
2280,OH,Butler County,254,<20,2020-04-30
2281,OH,Harrison County,<20,0,2020-04-30
2282,TX,DeWitt County,<20,<20,2020-04-30
2283,OH,Monroe County,<20,0,2020-04-30
2284,OK,Hughes County,0,0,2020-04-30
2285,SD,Roberts County,<20,0,2020-04-30
2286,TX,Bell County,173,<20,2020-04-30
2287,MO,Jefferson County,255,<20,2020-04-30
2288,ND,Bottineau County,0,0,2020-04-30
2289,OH,Tuscarawas County,59,0,2020-04-30
2290,ND,Billings County,0,0,2020-04-30
2291,OH,Clinton County,28,0,2020-04-30
2292,NC,Onslow County,43,<20,2020-04-30
2293,SC,Calhoun County,<20,<20,2020-04-30
2294,NV,Churchill County,<20,<20,2020-04-30
2295,SC,Lee County,58,<20,2020-04-30
2296,NC,Pasquotank County,35,<20,2020-04-30
2297,TX,Donley County,24,0,2020-04-30
2298,MO,Knox County,0,0,2020-04-30
2299,OH,Ottawa County,38,0,2020-04-30
2300,SD,Charles Mix County,<20,0,2020-04-30
2301,TX,Morris County,<20,0,2020-04-30
2302,SD,Day County,0,0,2020-04-30
2303,SC,Berkeley County,174,<20,2020-04-30
2304,SD,Clark County,<20,0,2020-04-30
2305,SC,Colleton County,26,<20,2020-04-30
2306,TN,Hawkins County,30,<20,2020-04-30
2307,NV,Douglas County,<20,0,2020-04-30
2308,MS,Covington County,54,0,2020-04-30
2309,TX,Terrell County,0,0,2020-04-30
2310,SC,Cherokee County,<20,0,2020-04-30
2311,PA,Greene County,26,0,2020-04-30
2312,SD,Walworth County,<20,0,2020-04-30
2313,TX,Jim Wells County,<20,0,2020-04-30
2314,SD,Todd County,<20,0,2020-04-30
2315,OH,Paulding County,<20,0,2020-04-30
2316,OH,Warren County,131,<20,2020-04-30
2317,TN,Hickman County,43,0,2020-04-30
2318,SD,Edmunds County,0,0,2020-04-30
2319,SD,Ziebach County,0,0,2020-04-30
2320,TX,Dallam County,<20,<20,2020-04-30
2321,NC,Rockingham County,24,<20,2020-04-30
2322,MS,Greene County,<20,<20,2020-04-30
2323,TN,Bledsoe County,589,0,2020-04-30
2324,OK,Murray County,<20,0,2020-04-30
2325,TX,Milam County,<20,<20,2020-04-30
2326,OH,Summit County,542,43,2020-04-30
2327,TX,Jack County,<20,0,2020-04-30
2328,OH,Hocking County,<20,<20,2020-04-30
2329,OH,Holmes County,<20,<20,2020-04-30
2330,SC,Marion County,32,<20,2020-04-30
2331,OH,Wayne County,119,23,2020-04-30
2332,TX,Briscoe County,0,0,2020-04-30
2333,OK,Atoka County,<20,0,2020-04-30
2334,TX,Callahan County,<20,0,2020-04-30
2335,TN,Obion County,<20,<20,2020-04-30
2336,TX,Carson County,<20,0,2020-04-30
2337,PA,Northumberland County,92,0,2020-04-30
2338,NY,Oneida County,411,<20,2020-04-30
2339,OR,Marion County,456,<20,2020-04-30
2340,SD,Stanley County,<20,0,2020-04-30
2341,OR,Polk County,38,<20,2020-04-30
2342,MS,Clarke County,49,<20,2020-04-30
2343,SC,Chesterfield County,47,0,2020-04-30
2344,SD,Davison County,<20,0,2020-04-30
2345,TN,Humphreys County,<20,<20,2020-04-30
2346,TX,Aransas County,<20,0,2020-04-30
2347,NC,Richmond County,40,<20,2020-04-30
2348,TX,Foard County,0,0,2020-04-30
2349,TN,Coffee County,33,0,2020-04-30
2350,UT,Weber County,140,<20,2020-04-30
2351,TX,Gonzales County,<20,<20,2020-04-30
